username,block,status,reason,row
BMM_Kothawan_Hardoi,Kothawan,created,,491
BMM_Madhoganj_Hardoi,Madhoganj,created,,492
BMM_Mallawan_Hardoi,Mallawan,created,,493
BMM_Pihani_Hardoi,Pihani,created,,494
BMM_Sandi_Hardoi,Sandi,created,,495
BMM_Shahabad_Hardoi,Shahabad,created,,496
BMM_Sursa_Hardoi,Sursa,created,,497
BMM_Tandiyawan_Hardoi,Tandiyawan,created,,498
BMM_Todarpur_Hardoi,Todarpur,created,,499
BMM_Bankeyganj_Lakhimpur_Kheri,Bankeyganj,created,,500
BMM_Dhaurhara_Lakhimpur_Kheri,Dhaurhara,created,,501
BMM_Isanagar_Lakhimpur_Kheri,Isanagar,created,,502
BMM_RamiaBehar_Lakhimpur_Kheri,Ramia Behar,created,,503
BMM_Behjam_Lakhimpur_Kheri,Behjam,created,,504
BMM_Bijuwa_Lakhimpur_Kheri,Bijuwa,created,,505
BMM_Kumbhigola_Lakhimpur_Kheri,Kumbhigola,created,,506
BMM_Lakhimpur_Lakhimpur_Kheri,Lakhimpur,created,,507
BMM_Mitauli_Lakhimpur_Kheri,Mitauli,created,,508
BMM_Mohammadi_Lakhimpur_Kheri,Mohammadi,created,,509
BMM_Nakaha_Lakhimpur_Kheri,Nakaha,created,,510
BMM_Nighasan_Lakhimpur_Kheri,Nighasan,created,,511
BMM_Palia_Lakhimpur_Kheri,Palia,created,,512
BMM_Pasgawan_Lakhimpur_Kheri,Pasgawan,created,,513
BMM_Phoolbehar_Lakhimpur_Kheri,Phoolbehar,created,,514
BMM_Bakshi-Ka-Talab_Lucknow,Bakshi-Ka-Talab,created,,515
BMM_Chinhat_Lucknow,Chinhat,created,,516
BMM_Gosaiganj_Lucknow,Gosaiganj,created,,517
BMM_Kakori_Lucknow,Kakori,created,,518
BMM_Mal_Lucknow,Mal,created,,519
BMM_Malihabad_Lucknow,Malihabad,created,,520
BMM_Mohanlalganj_Lucknow,Mohanlalganj,created,,521
BMM_Sarojaninagar_Lucknow,Sarojaninagar,created,,522
BMM_Mahrajganj_Rae_Bareli,Mahrajganj,created,,523
BMM_Amawan_Rae_Bareli,Amawan,created,,524
BMM_Bachharawan_Rae_Bareli,Bachharawan,created,,525
BMM_Chhatoh_Rae_Bareli,Chhatoh,created,,526
BMM_Dalmau_Rae_Bareli,Dalmau,created,,527
BMM_DeenshahGaura_Rae_Bareli,Deenshah Gaura,created,,528
BMM_Dih_Rae_Bareli,Dih,created,,529
BMM_Harchandpur_Rae_Bareli,Harchandpur,created,,530
BMM_Jagatpur_Rae_Bareli,Jagatpur,created,,531
BMM_Khiron_Rae_Bareli,Khiron,created,,532
BMM_Lalganj_Rae_Bareli,Lalganj,created,,533
BMM_Rahi_Rae_Bareli,Rahi,created,,534
BMM_Rohania_Rae_Bareli,Rohania,created,,535
BMM_Salon_Rae_Bareli,Salon,created,,536
BMM_Sareni_Rae_Bareli,Sareni,created,,537
BMM_Sataon_Rae_Bareli,Sataon,created,,538
BMM_Shivgarh_Rae_Bareli,Shivgarh,created,,539
BMM_Unchahar_Rae_Bareli,Unchahar,created,,540
BMM_Biswan_Sitapur,Biswan,created,,541
BMM_Ailiya_Sitapur,Ailiya,created,,542
BMM_Behta_Sitapur,Behta,created,,543
BMM_Gondlamau_Sitapur,Gondlamau,created,,544
BMM_Hargaon_Sitapur,Hargaon,created,,545
BMM_Kasmanda_Sitapur,Kasmanda,created,,546
BMM_Khairabad_Sitapur,Khairabad,created,,547
BMM_Laharpur_Sitapur,Laharpur,created,,548
BMM_Machhrehta_Sitapur,Machhrehta,created,,549
BMM_Mahmudabad_Sitapur,Mahmudabad,created,,550
BMM_Maholi_Sitapur,Maholi,created,,551
BMM_Misrikh_Sitapur,Misrikh,created,,552
BMM_Pahala_Sitapur,Pahala,created,,553
BMM_Parsendi_Sitapur,Parsendi,created,,554
BMM_Pisawan_Sitapur,Pisawan,created,,555
BMM_RampurMathura_Sitapur,Rampur Mathura,created,,556
BMM_Reusa_Sitapur,Reusa,created,,557
BMM_Sakran_Sitapur,Sakran,created,,558
BMM_Sidhauli_Sitapur,Sidhauli,created,,559
BMM_Nawabganj_Unnao,Nawabganj,created,,560
BMM_Asoha_Unnao,Asoha,created,,561
BMM_Auras_Unnao,Auras,created,,562
BMM_Bangarmau_Unnao,Bangarmau,created,,563
BMM_Bichhiya_Unnao,Bichhiya,created,,564
BMM_Bighapur_Unnao,Bighapur,created,,565
BMM_FatehpurChaurasi_Unnao,Fatehpur Chaurasi,created,,566
BMM_GanjMoradabad_Unnao,Ganj Moradabad,created,,567
BMM_Hasanganj_Unnao,Hasanganj,created,,568
BMM_Hilauli_Unnao,Hilauli,created,,569
BMM_Mianganj_Unnao,Mianganj,created,,570
BMM_Purwa_Unnao,Purwa,created,,571
BMM_Safipur_Unnao,Safipur,created,,572
BMM_SikandarpurKaran_Unnao,Sikandarpur Karan,created,,573
BMM_SikandarpurSarausi_Unnao,Sikandarpur Sarausi,created,,574
BMM_Sumerpur_Unnao,Sumerpur,created,,575
BMM_Baghpat_Baghpat,Baghpat,created,,576
BMM_Baraut_Baghpat,Baraut,created,,577
BMM_Binauli_Baghpat,Binauli,created,,578
BMM_Chhaprauli_Baghpat,Chhaprauli,created,,579
BMM_Khekra_Baghpat,Khekra,created,,580
BMM_Pilana_Baghpat,Pilana,created,,581
BMM_Agauta_Bulandshahr,Agauta,created,,582
BMM_Anupshahr_Bulandshahr,Anupshahr,created,,583
BMM_Araniya_Bulandshahr,Araniya,created,,584
BMM_BhawanBahadurNagar_Bulandshahr,Bhawan Bahadur Nagar,created,,585
BMM_Bulandshahr_Bulandshahr,Bulandshahr,created,,586
BMM_Danpur_Bulandshahr,Danpur,created,,587
BMM_Dibai_Bulandshahr,Dibai,created,,588
BMM_Gulaothi_Bulandshahr,Gulaothi,created,,589
BMM_Jahangirabad_Bulandshahr,Jahangirabad,created,,590
BMM_Khurja_Bulandshahr,Khurja,created,,591
BMM_Lakhaothi_Bulandshahr,Lakhaothi,created,,592
BMM_Pahasu_Bulandshahr,Pahasu,created,,593
BMM_Shikarpur_Bulandshahr,Shikarpur,created,,594
BMM_Sikandrabad_Bulandshahr,Sikandrabad,created,,595
BMM_Syana_Bulandshahr,Syana,created,,596
BMM_Unchagaon_Bulandshahr,Unchagaon,created,,597
BMM_Bisrakh_Gautam_Buddha_Nagar,Bisrakh,created,,598
BMM_Dadri_Gautam_Buddha_Nagar,Dadri,created,,599
BMM_Jewar_Gautam_Buddha_Nagar,Jewar,created,,600
BMM_Bhojpur_Ghaziabad,Bhojpur,created,,601
BMM_Loni_Ghaziabad,Loni,created,,602
BMM_Muradnagar_Ghaziabad,Muradnagar,created,,603
BMM_Rajapur_Ghaziabad,Rajapur,created,,604
BMM_Dhaulana_Hapur,Dhaulana,created,,605
BMM_GarhMukteshwar_Hapur,Garh Mukteshwar,created,,606
BMM_Hapur_Hapur,Hapur,created,,607
BMM_Simbhawali_Hapur,Simbhawali,created,,608
BMM_Rajpura_Meerut,Rajpura,created,,609
BMM_Daurala_Meerut,Daurala,created,,610
BMM_Hastinapur_Meerut,Hastinapur,created,,611
BMM_Janikhurd_Meerut,Janikhurd,created,,612
BMM_Kharkhoda_Meerut,Kharkhoda,created,,613
BMM_Machra_Meerut,Machra,created,,614
BMM_MawanaKalan_Meerut,Mawana Kalan,created,,615
BMM_Meerut_Meerut,Meerut,created,,616
BMM_Parikshitgarh_Meerut,Parikshitgarh,created,,617
BMM_Rohta_Meerut,Rohta,created,,618
BMM_Sardhana_Meerut,Sardhana,created,,619
BMM_SarurpurKhurd_Meerut,Sarurpur Khurd,created,,620
BMM_Aurai_Bhadohi,Aurai,created,,621
BMM_Abhauli_Bhadohi,Abhauli,created,,622
BMM_Bhadohi_Bhadohi,Bhadohi,created,,623
BMM_Deegh_Bhadohi,Deegh,created,,624
BMM_Gyanpur_Bhadohi,Gyanpur,created,,625
BMM_Suriyavan_Bhadohi,Suriyavan,created,,626
BMM_Hallia_Mirzapur,Hallia,created,,627
BMM_Nagar(City)_Mirzapur,Nagar (City),created,,628
BMM_Pahari_Mirzapur,Pahari,created,,629
BMM_Rajgarh_Mirzapur,Rajgarh,created,,630
BMM_Chhanvey_Mirzapur,Chhanvey,created,,631
BMM_Jamalpur_Mirzapur,Jamalpur,created,,632
BMM_Kon_Mirzapur,Kon,created,,633
BMM_Lalganj_Mirzapur,Lalganj,created,,634
BMM_Majhawa_Mirzapur,Majhawa,created,,635
BMM_Narainpur_Mirzapur,Narainpur,created,,636
BMM_Patehra_Mirzapur,Patehra,created,,637
BMM_Shikhar_Mirzapur,Shikhar,created,,638
BMM_Chatra_Sonbhadra,Chatra,created,,639
BMM_Babhani_Sonbhadra,Babhani,created,,640
BMM_Chopan_Sonbhadra,Chopan,created,,641
BMM_Dudhi_Sonbhadra,Dudhi,created,,642
BMM_Ghorawal_Sonbhadra,Ghorawal,created,,643
BMM_Karma_Sonbhadra,Karma,created,,644
BMM_Kone_Sonbhadra,Kone,created,,645
BMM_Myorpur_Sonbhadra,Myorpur,created,,646
BMM_Nagwa_Sonbhadra,Nagwa,created,,647
BMM_Robertsganj_Sonbhadra,Robertsganj,created,,648
BMM_Amroha_Amroha,Amroha,created,,649
BMM_Dhanaura_Amroha,Dhanaura,created,,650
BMM_Gajraula_Amroha,Gajraula,created,,651
BMM_Gangeshwari_Amroha,Gangeshwari,created,,652
BMM_Hasanpur_Amroha,Hasanpur,created,,653
BMM_Joya_Amroha,Joya,created,,654
BMM_Kotwali_Bijnor,Kotwali,created,,655
BMM_Najibabad_Bijnor,Najibabad,created,,656
BMM_Afzalgarh_Bijnor,Afzalgarh,created,,657
BMM_BudhanpurSeohara_Bijnor,Budhanpur Seohara,created,,658
BMM_Dhampur_Bijnor,Dhampur,created,,659
BMM_Haldaur(KhariJhalu)_Bijnor,Haldaur(Khari Jhalu),created,,660
BMM_Jalilpur_Bijnor,Jalilpur,created,,661
BMM_Kiratpur_Bijnor,Kiratpur,created,,662
BMM_MohammedpurDeomal_Bijnor,Mohammedpur Deomal,created,,663
BMM_Nehtaur_Bijnor,Nehtaur,created,,664
BMM_Noorpur_Bijnor,Noorpur,created,,665
BMM_BhagatpurTanda_Moradabad,Bhagatpur Tanda,created,,666
BMM_Bilari_Moradabad,Bilari,created,,667
BMM_Chhajlet_Moradabad,Chhajlet,created,,668
BMM_Dilari_Moradabad,Dilari,created,,669
BMM_Kundarki_Moradabad,Kundarki,created,,670
BMM_Moradabad_Moradabad,Moradabad,created,,671
BMM_MundaPandey_Moradabad,Munda Pandey,created,,672
BMM_Thakurdwara_Moradabad,Thakurdwara,created,,673
BMM_Saidnagar_Rampur,Saidnagar,created,,674
BMM_Bilaspur_Rampur,Bilaspur,created,,675
BMM_Chamraon_Rampur,Chamraon,created,,676
BMM_Milak_Rampur,Milak,created,,677
BMM_Shahabad_Rampur,Shahabad,created,,678
BMM_Suar_Rampur,Suar,created,,679
BMM_Asmauli_Sambhal,Asmauli,created,,680
BMM_Baniyakhera_Sambhal,Baniyakhera,created,,681
BMM_Gunnaur_Sambhal,Gunnaur,created,,682
BMM_Junawai_Sambhal,Junawai,created,,683
BMM_Panwasa_Sambhal,Panwasa,created,,684
BMM_Rajpura_Sambhal,Rajpura,created,,685
BMM_Sambhal_Sambhal,Sambhal,created,,686
BMM_Bahjoi_Sambhal,Bahjoi,created,,687
BMM_Hathgaon_Fatehpur,Hathgaon,created,,688
BMM_Airayan_Fatehpur,Airayan,created,,689
BMM_Amauli_Fatehpur,Amauli,created,,690
BMM_Asothar_Fatehpur,Asothar,created,,691
BMM_Bahua_Fatehpur,Bahua,created,,692
BMM_Bhitaura_Fatehpur,Bhitaura,created,,693
BMM_Devmai_Fatehpur,Devmai,created,,694
BMM_Dhata_Fatehpur,Dhata,created,,695
BMM_Haswa_Fatehpur,Haswa,created,,696
BMM_Khajuha_Fatehpur,Khajuha,created,,697
BMM_Malwan_Fatehpur,Malwan,created,,698
BMM_Telyani_Fatehpur,Telyani,created,,699
BMM_Vijayipur_Fatehpur,Vijayipur,created,,700
BMM_Kaushambi_Kaushambi,Kaushambi,created,,701
BMM_Manjhanpur_Kaushambi,Manjhanpur,created,,702
BMM_Chail_Kaushambi,Chail,created,,703
BMM_Kara_Kaushambi,Kara,created,,704
BMM_Mooratganj_Kaushambi,Mooratganj,created,,705
BMM_Nevada_Kaushambi,Nevada,created,,706
BMM_Sarsawan_Kaushambi,Sarsawan,created,,707
BMM_Sirathu_Kaushambi,Sirathu,created,,708
BMM_AspurDeosara_Pratapgarh,Aspur Deosara,created,,709
BMM_BabaBelkharnathDham_Pratapgarh,Baba Belkharnath Dham,created,,710
BMM_Babaganj_Pratapgarh,Babaganj,created,,711
BMM_Bihar_Pratapgarh,Bihar,created,,712
BMM_Gaura_Pratapgarh,Gaura,created,,713
BMM_Kalakankar_Pratapgarh,Kalakankar,created,,714
BMM_Kunda_Pratapgarh,Kunda,created,,715
BMM_Lakshamanpur_Pratapgarh,Lakshamanpur,created,,716
BMM_Lalganj_Pratapgarh,Lalganj,created,,717
BMM_Magraura_Pratapgarh,Magraura,created,,718
BMM_Mandhata_Pratapgarh,Mandhata,created,,719
BMM_Patti_Pratapgarh,Patti,created,,720
BMM_Pratapgarh(Sadar)_Pratapgarh,Pratapgarh (Sadar),created,,721
BMM_RampurSanramgarh_Pratapgarh,Rampur Sanramgarh,created,,722
BMM_SandwaChandrika_Pratapgarh,Sandwa Chandrika,created,,723
BMM_Sangipur_Pratapgarh,Sangipur,created,,724
BMM_Shivgarh_Pratapgarh,Shivgarh,created,,725
BMM_Bahria_Prayagraj,Bahria,created,,726
BMM_Koraon_Prayagraj,Koraon,created,,727
BMM_Manda_Prayagraj,Manda,created,,728
BMM_Bahadurpur_Prayagraj,Bahadurpur,created,,729
BMM_Bhagwatpur_Prayagraj,Bhagwatpur,created,,730
BMM_Chaka_Prayagraj,Chaka,created,,731
BMM_Dhanupur_Prayagraj,Dhanupur,created,,732
BMM_Handia_Prayagraj,Handia,created,,733
BMM_Holagarh_Prayagraj,Holagarh,created,,734
BMM_Jasra_Prayagraj,Jasra,created,,735
BMM_Karchhana_Prayagraj,Karchhana,created,,736
BMM_Kaudhiyara_Prayagraj,Kaudhiyara,created,,737
BMM_Kaurihar_Prayagraj,Kaurihar,created,,738
BMM_Mauaima_Prayagraj,Mauaima,created,,739
BMM_Meja_Prayagraj,Meja,created,,740
BMM_Phulpur_Prayagraj,Phulpur,created,,741
BMM_Pratappur_Prayagraj,Pratappur,created,,742
BMM_Sahson_Prayagraj,Sahson,created,,743
BMM_Saidabad_Prayagraj,Saidabad,created,,744
BMM_Shankargarh_Prayagraj,Shankargarh,created,,745
BMM_Soraon_Prayagraj,Soraon,created,,746
BMM_SringverpurDham_Prayagraj,Sringverpur Dham,created,,747
BMM_Uruwan_Prayagraj,Uruwan,created,,748
BMM_Baghara_Muzaffarnagar,Baghara,created,,749
BMM_Budhana_Muzaffarnagar,Budhana,created,,750
BMM_Charthawal_Muzaffarnagar,Charthawal,created,,751
BMM_Jansath_Muzaffarnagar,Jansath,created,,752
BMM_Khatauli_Muzaffarnagar,Khatauli,created,,753
BMM_Morna_Muzaffarnagar,Morna,created,,754
BMM_Muzaffarnagar_Muzaffarnagar,Muzaffarnagar,created,,755
BMM_Purkaji_Muzaffarnagar,Purkaji,created,,756
BMM_Shahpur_Muzaffarnagar,Shahpur,created,,757
BMM_BalliaKheri_Saharanpur,Ballia Kheri,created,,758
BMM_Deoband_Saharanpur,Deoband,created,,759
BMM_Gangoh_Saharanpur,Gangoh,created,,760
BMM_Muzaffarabad_Saharanpur,Muzaffarabad,created,,761
BMM_Nagal_Saharanpur,Nagal,created,,762
BMM_Nakur_Saharanpur,Nakur,created,,763
BMM_Nanauta_Saharanpur,Nanauta,created,,764
BMM_Puwarka_Saharanpur,Puwarka,created,,765
BMM_RampurManiharan_Saharanpur,Rampur Maniharan,created,,766
BMM_SadauliQadeem_Saharanpur,Sadauli Qadeem,created,,767
BMM_Sarsawan_Saharanpur,Sarsawan,created,,768
BMM_Kairana_Shamli,Kairana,created,,769
BMM_Kandhla_Shamli,Kandhla,created,,770
BMM_Shamli_Shamli,Shamli,created,,771
BMM_ThanaBhawan_Shamli,Thana Bhawan,created,,772
BMM_Un_Shamli,Un,created,,773
BMM_Chahniya_Chandauli,Chahniya,created,,774
BMM_Berahani_Chandauli,Berahani,created,,775
BMM_Chakiya_Chandauli,Chakiya,created,,776
BMM_Chandauli_Chandauli,Chandauli,created,,777
BMM_Dhanapur_Chandauli,Dhanapur,created,,778
BMM_Naugarh_Chandauli,Naugarh,created,,779
BMM_Niyamatabad_Chandauli,Niyamatabad,created,,780
BMM_Sahabganj_Chandauli,Sahabganj,created,,781
BMM_Sakaldiha_Chandauli,Sakaldiha,created,,782
BMM_Devkali_Ghazipur,Devkali,created,,783
BMM_Mardah_Ghazipur,Mardah,created,,784
BMM_Revatipur_Ghazipur,Revatipur,created,,785
BMM_Sadat_Ghazipur,Sadat,created,,786
BMM_Varachakwar_Ghazipur,Varachakwar,created,,787
BMM_Virno_Ghazipur,Virno,created,,788
BMM_Bhadaura_Ghazipur,Bhadaura,created,,789
BMM_Bhanwarkol_Ghazipur,Bhanwarkol,created,,790
BMM_Ghazipur_Ghazipur,Ghazipur,created,,791
BMM_Jakhania_Ghazipur,Jakhania,created,,792
BMM_Karanda_Ghazipur,Karanda,created,,793
BMM_Kasimabad_Ghazipur,Kasimabad,created,,794
BMM_Manihari_Ghazipur,Manihari,created,,795
BMM_Mohammadabad_Ghazipur,Mohammadabad,created,,796
BMM_Saidpur_Ghazipur,Saidpur,created,,797
BMM_Zamania_Ghazipur,Zamania,created,,798
BMM_MachchaliShahar_Jaunpur,Machchali Shahar,created,,799
BMM_RamNagar_Jaunpur,Ram Nagar,created,,800
BMM_BadlaPur_Jaunpur,Badla Pur,created,,801
BMM_Baksha_Jaunpur,Baksha,created,,802
BMM_Barasathi_Jaunpur,Barasathi,created,,803
BMM_DharmaPur_Jaunpur,Dharma Pur,created,,804
BMM_Dobhi_Jaunpur,Dobhi,created,,805
BMM_JalalPur_Jaunpur,Jalal Pur,created,,806
BMM_KaranjaKala_Jaunpur,Karanja Kala,created,,807
BMM_Kerakat_Jaunpur,Kerakat,created,,808
BMM_Khuthan_Jaunpur,Khuthan,created,,809
BMM_MaharajGanj_Jaunpur,Maharaj Ganj,created,,810
BMM_Mariyahu_Jaunpur,Mariyahu,created,,811
BMM_MuftiGanj_Jaunpur,Mufti Ganj,created,,812
BMM_MungraBadshahPur_Jaunpur,Mungra Badshah Pur,created,,813
BMM_RamPur_Jaunpur,Ram Pur,created,,814
BMM_ShahGanj_Jaunpur,Shah Ganj,created,,815
BMM_Sikrara_Jaunpur,Sikrara,created,,816
BMM_Sirkoni_Jaunpur,Sirkoni,created,,817
BMM_SuithaKala_Jaunpur,Suitha Kala,created,,818
BMM_SujanGanj_Jaunpur,Sujan Ganj,created,,819
BMM_Arajiline_Varanasi,Arajiline,created,,820
BMM_Baragaon_Varanasi,Baragaon,created,,821
BMM_Chiraigaon_Varanasi,Chiraigaon,created,,822
BMM_Cholapur_Varanasi,Cholapur,created,,823
BMM_Harahua_Varanasi,Harahua,created,,824
BMM_KashiVidyapeeth_Varanasi,Kashi Vidyapeeth,created,,825
BMM_Pindra_Varanasi,Pindra,created,,826
BMM_Sevapuri_Varanasi,Sevapuri,created,,827
